StampID;ArtifactID;StampPosition;StampPreservation;StampPreservationComment;StampReliefType;StampContentType;StampShapeType;StampAxisLarge;StampAxisSmall;StampOriginType;StampNameMagist;StampNameFabric;StampLegend;StampLegendComment;StampEmblem;StampDateText;StampDateEarly;StampDateLate;StampGroupFinkelstein;StampGroupGarlan;XImageLink300px;XImageLink1000px;ZImageLink300px;ZImageLink1000px;GImageLink300px;GImageLink1000px;StampComment;StampPublished
165;165;ручка;полная;фото;позитивное;эпиграфное;подпрямоугольное;48;16;;;;"[ΕΠΙ ΑΓΟΡΑ]- ΝΑΚΤΟ[Σ] Υ[ΑΚΙΝΘΙΟΥ]";;нет;Около 108 г. до н.э.;-109;-107;V (c);;SF0261;SF0261;;;;;"Клеймо эпонима Агоранакта Vc - хр. группа по Г. Финкильштайну.  Около 108 г. до н.э.";
166;166;ручка;неполная;фото;позитивное;эпиграфное;округлое;26;15;;;;[.......]Σ;;цветок;Вторая половина III – II вв. до н.э.;;;;;SF0356;SF0356;;;;;Клеймо фрагментировано. не определяется.;
167;167;ручка;полная;фото;позитивное;эпиграфное;подпрямоугольное;36;20;;;;"ΘΑΣΙΩΝ  Ρ ΚΛΕΙΤΟΣ";;нет;333-327 гг. до н.э.;-333;-327;;1.7;SF0277;SF0277;;;;;"Клеймо магистрата Клейта. ретроградная буква «ро». Хр.гр. 1/7 по И. Гарлану.  333-327 гг. до н.э.";
168;168;ручка;неполная;фото;позитивное;эпиграфное;подпрямоугольное;58;20;;;;"[ΑΡΙΣΤΟΒΟΥ]ΛΟ [Α]ΣΤΥΝ[Ο] [Σ]ΙΝΩΠΙΩ";;Справа две эмблемы – кадуцей и голова Гермеса вправо.;330-320 гг. до н.э.;-330;-320;;;SF0275;SF0275;;;;;"Клеймо астинома Аристобула. 330-320 гг. до н.э. по Н.Ф. Федосееву.";
169;169;ручка;полная;фото;позитивное;эпиграфное;подпрямоугольное;59;18;;;;"[---] ΑΣΤΥ↓ΝΟ(ΜΟΥ) ΠΟΣΕΙ[Δ]Ω";;цветок. астрагал. Вторую строку разделяет - выпуклая точка или «таблетка»;350 - 340 гг. до н.э.;-350;-340;;IIIA;SF0242;SF0242;;;;;"Астином ‛Ηφαίστιος 2. Garlan. IIIA.  Кац. IIA- 30 гг. IV в. до н.э.. Федосеев. 350 - 340 гг. до н.э.";
170;170;ручка;неполная;фото;позитивное;эпиграфное;подпрямоугольное;29;20;;;;"ΚΡΕΟΝ- ΤΟΣ ΠΑΝ- ΑΜΟΥ";;нет;234-199 гг. до н.э.;-234;-199;II;;SF0247;SF0247;;;;;234-199 гг. до н.э.. II хр. группа по Г. Финкильштайну.;
171;171;ручка;полная;фото;позитивное;эпиграфное;овальное;47;12;;;;[ΜΕ]ΝΕΚΡΑΤΗΣ;;нет;III-II вв. до н.э.;-300;-100;;;SF0357;SF0357;;;;;Кос. III-II вв. до н.э.;
172;172;ручка;полная;фото;позитивное;эпиграфное;подпрямоугольное;34;12;;;;[...]ΗΔ;;Внизу эмблема – палица влево.;III-II вв. до н.э.;-300;-100;;;SF0306;SF0306;;;;;Кос. III-II вв. до н.э.;
173;173;ручка;полная;фото;позитивное;эпиграфное;подпрямоугольное;34;20;;;;"ΘΑΣ[ΙΟΝ] [фиала] [ΠΑΥΣ]ΑΝ";;лучезарная голова Гелиоса;358-351 гг. до н.э.;-358;-351;;F-1;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0122X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0122X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0122Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0122Z.png;;;"Хр. группа – F-1 по И. Гарлану.  Фасос. 358-351 гг. до н.э.";
174;174;ручка;полная;фото;негативное;анэпиграфное;без рамки;10;8;;;;нет;;полукруг;Последняя четверть V в. до н.э.;-425;-300;;;SF0358;SF0358;;;;;Гончарная метка на ф-те ручки хиосской амфоры в виде вдавленного полукруга.;
175;175;ручка;неполная;фото;позитивное;эпиграфное;подпрямоугольное;42;18;;;;"[ΑΣ]ΤΥΝΟΜΟΥ [ΙΚΕ]ΣΙΟΥ ΤΟΥ [ΒΑΧ]ΧΙΟΥ [ΣΑ]ΓΑΡΙΣ";;Справа эмблема - нос корабля;235-225 гг. до н.э.;-235;-225;;;SF0246;SF0246;;;;;235-225 гг. до н.э. по Н.Ф. Федосееву.;
176;176;ручка;полная;фото;позитивное;эпиграфное;округлое;28;28;фабрикантское;;;ΧΡΗΣΙ[ΜΟΥ];;цветок граната;234-199 гг. до н.э.;-234;-199;II;;SF0245;SF0245;;;;;"II хр. гр. по Г. Финкильштайну. 234-199 гг. до н.э.";
177;177;ручка;полная;фото;позитивное;эпиграфное;подпрямоугольное;34;14;;;;"ΕΠΙ ΑΓΕ- ΜΑΧΟΥ";;Слева эмблема - голова Гелиоса.;Около 181/179 гг. до н.э.;-181;-179;III (с);;SF0307;SF0307;;;;;"Хр. гр. III (с) по Г. Финкельштайну. Около 181/179 гг. до н.э.";
178;178;ручка;полная;фото;позитивное;эпиграфное;подпрямоугольное;50;16;;;;"[ΕΠΙ...]- ΤΡΑΤΟΥ ΣΜΙΝΘΙΟΥ";;нет;Около 161 г. до н.э.;-162;-160;III e;;SF0302;SF0302;;;;;"Клеймо эпонимное с указанием месяца. Эпоним Ἀγέστρατος 2 III e хр. гр. по Г. Финкельштайну. ок. 161 г. до н.э.";
179;179;ручка;неполная;фото;позитивное;эпиграфное;подпрямоугольное;38;17;;;;"ΕΠΙ ΑΘΑΝΟ- ΔΟΤΟΥ ΑΡΤΑΜΙΤΙΟΥ";;нет;Около 170/168 гг. до н.э.;-170;-168;III(d);;SF0305;SF0305;;;;;"Клеймо эпонимное с указанием месяца.  Хр. гр. III(d) по Г. Финкильштайну.  Родос. около 170/168 гг. до н.э.";
180;180;ручка;полная;фото;позитивное;эпиграфное;подквадратное;23;23;фабрикантское;;;ΑΡΧΕ/ΜΑΧ(ΟΥ);;От нижнего левого угла к центру эмблема- нос корабля.;305-280 гг. до н.э.;-305;-280;;;SF0241;SF0241;;;;;"Хр. гр. I-B по Н.В. Ефремову.  305-280 гг. до н.э.";
181;181;ручка;неполная;фото;позитивное;эпиграфное;подпрямоугольное;29;20;;;;"Ζ[ΩΠΥΡΙΩΝΟΣ] Α]ΣΤΥΝΟΜΟΥ] Α[ΓΑΘΩΝΟΣ?]";;Слева эмблема-палица.;310-300 гг. до н.э.;-310;-300;;;SF0301;SF0301;;;;;310-300 гг. до н.э. по Федосееву.;
182;182;горло;неполная;фото;негативное;эпиграфное;без рамки;42;15;;;;"[ΦΙΛ]ΩΝΟΣ [ΕΠΙ ΑΙΘΕΡΟΣ]";;Справа эмблема – лук.;70-е гг. IV в. до н.э.;-380;-370;;;SF0297;SF0297;;;;;"II-Б хр. гр. по В.И. Кацу. 70-е гг. IV в. до н.э.";
183;183;ручка;полная;фото;позитивное;эпиграфное;подпрямоугольное;32;12;фабрикантское;;;ΑΝΔΡΟΣ;;Внизу эмблема- палица вправо;III-II вв. до н.э.;;;;;SF0294;SF0294;;;;;III-II вв. до н.э.;
184;184;ручка;неполная;фото;позитивное;эпиграфное;подпрямоугольное;16;13;;;;"[---] [---]Μ.";;нет;Конец III – II вв. до н.э.;;;;;SF0359;SF0359;;;;;Родос. конец III – II вв. до н.э.;
185;185;горло;неполная;фото;негативное;эпиграфное;без рамки;22;18;;;;"[ΙΚΕ]ΥΣ [...]";;Слева. на уровне второй строки эмблема - венок.;Первая половина IV в. до н.э.;;;;;SF0308;SF0308;;;;;Гераклея. первая половина IV в. до н.э.;
186;186;ручка;полная;фото;позитивное;эпиграфное;подпрямоугольное;28;16;фабрикантское;;;ΠΑΥΣΑΝΙΑ;;нет;234-199 гг. до н.э.;;;II;;SF0248;SF0248;;;;;"Хр. гр. II по Г. Финкильштайну.  Родос. 234-199 гг. до н.э.";
187;187;ручка;полная;фото;позитивное;эпиграфное;подпрямоугольное;36;13;фабрикантское;;;(Δ)ΑΜΟΚΡΑΤΕΥΣ;;Внизу две эмблемы – тирс вправо и гроздь винограда.;145-108 гг. до н.э.;-145;-108;V;;SF0295;SF0295;;;;;"Ошибка резчика- пропущена первая буква в имени. Хронологическая группа V по Г. Финкильштайну.  Родос. 145-108 гг. до н.э.";
188;188;ручка;неполная;фото;позитивное;эпиграфное;подпрямоугольное;63;23;;;;"[Θ]ΕΟΓΕΙ[ΤΟΥ] кадуцей  ΑΣΤΥΝΟ(ΜΟΥ)  ΝΕΟΜΗΝΙ(ΟΥ)";;Справа эмблема-кадуцей.;350-340 гг. до н.э.;-350;-340;;;SF0304;SF0304;;;;;Синопа. 350-340 гг. до н.э. по Н.Ф. Федосееву.;
189;189;горло;неполная;фото;негативное;эпиграфное;без рамки;43;21;фабрикантское;;;"ΣΑΤΥΡ-  ΙΩ[ΝΟΣ]";;нет;конец V – 90-е гг. IV в. до н.э.;;;;;SF0239;SF0239;;;;;"Клеймо фабрикантское РФГ по В.И. Кацу.  Гераклея. конец V – 90-е гг. IV в. до н.э.";
190;190;горло;полная;фото;негативное;эпиграфное;овальное;35;15;фабрикантское;;;"[Λ]ΙΑ-  [ΚΑΛ]";;нет;конец V – начало IV вв. до н.э.;;;;;SF0360;SF0360;;;;;"Надпись бустрофедоном. штамп частично оттиснут на крае венчика:  [Λ]ΙΑ-  [ΚΑΛ]  Клеймо фабриканта Каллия. РФГ по В.И. Кацу.  Гераклея. конец V – начало IV вв. до н.э.  Глина. гончарный круг. штамп. обжиг.  7.0х7.2. диаметр венчика 10.0. клеймо 1.5х3.5";
191;191;ручка;неполная;фото;позитивное;эпиграфное;подпрямоугольное;20;13;;;;не определяется;;канфар;вторая половина IV – III вв. до н.э.;;;;;SF0361;SF0361;;;;;"Клеймо сильно фрагментировано. не определяется.  Синопа. вторая половина IV – III вв. до н.э.";
192;192;ручка;неполная;фото;позитивное;эпиграфное;подпрямоугольное;16;7;;;;"[---]  [---]Υ";;нет;конец III-II вв. до н.э.;;;;;SF0362;SF0362;;;;;Клеймо сильно фрагментировано – не определяется.;
193;193;ручка;полная;фото;позитивное;эпиграфное;подпрямоугольное;31;20;;;;"Ε[ΠΙ ΑΡΙΣΤΟ]-  ΜΕ[ΝΕΥΣ]  ΠΑΝΑ[ΜΟΥ]";;нет;107-88/86 гг. до н.э.;-107;-86;VI-VII(а);;SF0296;SF0296;;;;;Клеймо эпонимное с указанием месяца. Хр. гр. VI-VII(а) по Г. Финкельштайну.;
194;194;ручка;неполная;фото;позитивное;эпиграфное;овальное;39;14;;;;"ΚΟΤΥ]ΤΙΩ[Ν]  [ΑΡ]ΙΣΤΩΝ[Ο]";;нет;285-272 гг. до н.э.;-285;-272;;;SF0255;SF0255;;;;;"Хр. гр. II(А) по Кацу.  Херсонес. 285-272 гг. до н.э.";
195;195;ручка;полная;фото;позитивное;эпиграфное;подпрямоугольное;27;13;фабрикантское;;;"ΘΕΥΔΩΡΟΣ  ΠΑΝ[ΑΜΟΥ]";;нет;234-199 гг. до н.э.;-234;-199;II;;SF0243;SF0243;;;;;"II хр. гр. по Г. Финкельштайну.  Родос. 234-199 гг. до н.э.";
196;196;ручка;неполная;фото;позитивное;эпиграфное;подпрямоугольное;35;14;;;;не определяется;;нет;конец III – II вв. до н.э.;;;;;SF0363;SF0363;;;;;"Клеймо повреждено. не определяется.  Родос. конец III – II вв. до н.э.";
197;197;горло;полная;фото;негативное;эпиграфное;подпрямоугольное;28;19;;;;"ΕΤΥ-  ΜΟΥ";;нет;конец IV – первая четверть III вв. до н.э.;;;;;SF0298;SF0298;;;;;"Клеймо гончарное. ПФГ по В.И. Кацу.  Гераклея. конец IV – первая четверть III вв. до н.э.";
198;198;горло;полная;фото;негативное;эпиграфное;нет рамки;28;23;;;;А;;нет;конец IV – первая четверть III вв. до н.э.;;;;;SF0249;SF0249;;;;;"Клеймо гончарное.  Гераклея. конец IV – первая четверть III вв. до н.э.";
199;199;ручка;неполная;фото;позитивное;эпиграфное;подпрямоугольное;56;27;;;;"ΠΟΣΙΔΕΙΟΥ  [ΑΣΤ]ΥΝΟΜΟΥ  [ΑΡΙΣ]ΤΑΓΟΡΑ  [ΤΟΥ ΠΟ]ΛΥ[Κ]Τ[Ο]ΡΟΣ";;Справа эмблема- палица.;315-305 гг. до н.э.;-315;-305;;;SF0303;SF0303;;;;;"Обширный скол по клейму внизу слева. последняя строка плохо оттиснута. смоление.  Синопа. 315-305 гг. до н.э. по Н.Ф. Федосееву.";
200;200;ручка;неполная;фото;позитивное;эпиграфное;подпрямоугольное;18;6;;;;не определяется;;нет;III в. до н.э.;;;;;SF0364;SF0364;;;;;Книд. III в. до н.э.;
201;201;ручка;неполная;фото;позитивное;эпиграфное;подпрямоугольное;16;14;;;;"[---]ΟΥ  [---]?";;нет;вторая половина III – II вв. до н.э.;;;;;SF0365;SF0365;;;;;;
202;202;горло;полная;фото;негативное;эпиграфное;овальное;42;19;;;;"ΣΙ[---]Υ..  [---]Ν.";;нет;IV в. до н.э.;;;;;SF0291;SF0291;;;;;"Клеймо повреждено не определяется.  Гераклея. IV в. до н.э.";
203;203;горло;неполная;фото;негативное;эпиграфное;подпрямоугольное;36;8;;;;ΑΓ[---]Ο..;;нет;IV в. до н.э.;;;;;SF0366;SF0366;;;;;"Клеймо фрагментировано. не определяется.  Гераклея. IV в. до н.э.";
204;204;ручка;полная;фото;позитивное;эпиграфное;подпрямоугольное;51;20;;;;"ΕΠΙΔΗΜΟΥ  ΑΣΤΥΝΟΜΟΥ  [ΕΚΑ]ΤΑΙΟΥ";;Справа эмблема – канфар.;310-300 гг. до н.э.;-310;-300;;;SF0300;SF0300;;;;;"Клеймо астинома Эпидема.  Синопа. 310-300 гг. до н.э. по Н.Ф. Федосееву.";
205;205;ручка;полная;фото;позитивное;эпиграфное;округлое;16;15;;;;А;;нет;IV в. до н.э.;;;;;SF0244;SF0244;;;;;;
206;206;горло;полная;фото;негативное;эпиграфное;без рамки;40;8;;;;[Αμ]|φί(τας);;гроздь винограда;50-е гг. IV в. до н.э.;;;;;SF0182;SF0182;;;;;Гераклея. 50-е гг. IV в. до н.э. по Кац. 2007.;
207;207;ручка;неполная;фото;позитивное;эпиграфное;овальное;;;;;;"[Πρωτα]γόρο(υ)  [ὰστυν]ό(μου)  [Βακχίο]υ";;Справа эмблема – mentula (крылатый фаллос) вправо.;350-340 гг. до н.э.;-350;-340;;;SF0190;SF0190;;;;;Синопа. 350-340 гг. до н.э. по Федосееву. 1994.;
208;208;горло;полная;фото;негативное;эпиграфное;подпрямоугольное;62;22;;;;"Δε[ξί]ππο  Λυ→→";;Во второй строке две эмблемы: два листа (или гроздь/семя винограда).;90-е гг. IV в. до н.э.;;;;;SF0189;SF0189;;;;;Гераклея. 90-е гг. IV в. до н.э.;
209;209;ручка;неполная;фото;позитивное;эпиграфное;подпрямоугольное;56;21;;;;"[---]δω.  [ὰστυν]όμου  Ἱκεσίου";;нет;IV-III вв. до н.э.;;;;;SF0169;SF0169;;;;;Синопа. IV-III вв. до н.э.;
210;210;ручка;полная;фото;позитивное;эпиграфное;подпрямоугольное;36;14;фабрикантское;;;̓Αντιμάχου;;Внизу эмблема- кадуцей вправо.;198-150 гг. до н.э.;-198;-150;III-IV;;SF0152;SF0152;;;;;"Хр. гр. III-IV по Finkielsztjn. 2001.  Родос. 198-150 гг. до н.э.";
211;211;ручка;неполная;фото;позитивное;эпиграфное;подпрямоугольное;17;3;;;;не определяется;;нет;конец IV – III вв. до н.э.;;;;;SF0283;SF0283;;;;;"На одной ручке остатки рамки с не сохранившимся клеймом.  Фасос. конец IV – III вв. до н.э.";
212;212;горло;полная;фото;негативное;эпиграфное;фигурном поле в виде канфара;34;24;фабрикантское;;;"Ἔτ[υ-  μος]";;нет;конец IV – первая четверть III вв. до н.э.;;;;;SF0183;SF0183;;;;;Клеймо энглифическое в фигурном поле в виде канфара. легенда в две строки. Гераклея. конец IV – первая четверть III вв. до н.э. по Кацу. 2007.;
213;213;горло;полная;фото;негативное;эпиграфное;без рамки;54;19;;;;"Διο[νυ]σίο ἐπ[ὶ Μά]τριος";;нет;60-е гг. IV в. до н.э.;;;;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0105X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0105X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0105Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0105Z.png;;;Оттиск смазан. частично сдвоен. часть клейма плохо отпечаталась. Гераклея. 60-е гг. IV в. до н.э. по Кацу. 2007.;
214;214;ручка;полная;фото;позитивное;эпиграфное;подпрямоугольное;44;17;;;;не определяется;;Слева в виде лаврового венка.;последняя четверть IV в. до н.э.;;;;;SF0155;SF0155;;;;;"На ручке плохой сохранности рельефное клеймо в подпрямоугольной рамке. легенда затёрта. сохранилась эмблема слева в виде лаврового венка.  Синопа. последняя четверть IV в. до н.э.";
215;215;ручка;полная;фото;позитивное;эпиграфное;подпрямоугольное;56;15;;;;"ὰστυνόμου Φημίου τοὔ [Θυ]σιλέω [Πά]πης";;Справа эмблема – акростилий.;около 240 г. до н.э.;;;;;SF0157;SF0157;;;;;Синопа. около 240 г. до н.э. по Федосееву. 2017.;
216;216;ручка;полная;фото;позитивное;эпиграфное;округлое;26;25;фабрикантское;;;[Παυ]σα[νία] Πα[νάμου][---]σ[---] Πα[νάμου];;Легенда вокруг эмблемы в центре — цветок.;234-199 гг. до н.э.;-234;-199;II;;SF0151;SF0151;;;;;Клеймо фабрикантское с указанием месяца. Хр. гр.II Finkielsztjn. 2001. Родос. 234-199 гг. до н.э.;
217;217;ручка;полная;фото;позитивное;эпиграфное;подпрямоугольное;45;14;;;;не определяется;;нет;конец III – II вв. до н.э.;;;;;SF0165;SF0165;;;;;ПРОВЕРИТЬ;
218;218;ручка;полная;фото;позитивное;эпиграфное;подпрямоугольное;28;17;фабрикантское;;;"Μικύθου  ̓Αγριανί(ου)";;нет;первая половина III в до н.э.;;;I/II;;SF0168;SF0168;;;;;"Клеймо фабрикантское с указанием месяца.  Хр. гр. I/II по Finkielsztjn. 2001  Родос. первая половина III в до н.э.";
219;219;ручка;полная;фото;позитивное;эпиграфное;округлое;28;24;;;;᾿Επ[---];;в центре цветок;II в. до н.э.;;;;;SF0188;SF0188;;;;;"Клеймо эпонимное. имя не определяется.  Родос. II в. до н.э.";
220;220;ручка;полная;фото;позитивное;эпиграфное;подпрямоугольное;38;17;фабрикантское;;;Τι[μακρά]τευς;;нет;198-161 гг. до н.э.;-198;-161;III;;SF0161;SF0161;;;;;"Хр. гр. III по Finkielsztjn. 2001.  Родос. 198-161 гг. до н.э.";
221;221;ручка;полная;фото;позитивное;эпиграфное;подпрямоугольное;38;14;;;;"᾿Επὶ Ἀγε- σ[τρά]του";;нет;262-247 гг. до н.э.;-262;-247;Ib;;SF0162;SF0162;;;;;"Хр. гр. Ib по Finkielsztjn. 2001. Родос. 262-247 гг. до н.э.";
222;222;ручка;полная;фото;позитивное;эпиграфное;подпрямоугольное;33;13;;;;"[ἐπ´ ι'ερέως] [Πο]λυ[χ]- [άρ]μου";;нет;244-236 гг. до н.э.;-244;-236;Ic;;SF0160;SF0160;;;;;"Хр. гр. Ic по Finkielsztjn. 2001. Родос. 244-236 гг. до н.э.";
223;223;ручка;полная;фото;позитивное;эпиграфное;подпрямоугольное;25;9;;;;Μολο(---).;;нет;III-II вв. до н.э.;;;;;SF0156;SF0156;;;;;Легенда ретроградная.;
224;224;горло;полная;фото;негативное;эпиграфное;крестовидное;48;31;;;;"Νόσσο↓ Φυλέος←";;нет;70-е гг. IV в. до н.э.;;;;;SF0181;SF0181;;;;;"Легенда ретроградная.  Хр. гр. IV по Кац. 2007.  Колхида. 70-е гг. IV в. до н.э.";
225;225;ручка;полная;фото;позитивное;эпиграфное;подпрямоугольное;48;20;;;;"ὰσ[τυνομοῦντος] Μητ[ρο]δώρο[υ τοῦ] ’Αθ[ηνί]ππου ↑ Σ[---]ς";;Справа эмблема — голова Гелиоса.;около 236 г. до н.э.;;;;;SF0289;SF0289;;;;;Синопа. около 236 г. до н.э. Н. Федосеев. 2017.;
226;226;ручка;полная;фото;позитивное;эпиграфное;подпрямоугольное;34;14;;;;не определяется;;нет;II в. до н.э.;;;;;SF0286;SF0286;;;;;Родос. II в. до н.э.;
227;227;;неполная;фото;позитивное;эпиграфное;подпрямоугольное;28;19;;;;Αν[---];;нет;III в. до н.э.;;;;;SF0164;SF0164;;;;;"Легенда ретроградная. Боспор. III в. до н.э.";
228;228;ручка;полная;фото;позитивное;эпиграфное;подквадратное;21;17;;;;ΠΑΘ;;нет;около 330-280 гг. до н.э.;-330;-280;;;SF0167;SF0167;;;;;"Легенда в виде монограммы.  Хр. гр. I по Н. Ефремов. 2013.  Книд. около 330-280 гг. до н.э.";
229;229;ручка;неполная;фото;позитивное;эпиграфное;подпрямоугольное;27;23;;;;"[Σάτυ]ρος ← стригль  [Θασ]ίων";;В центре стригль влево.;241-227 гг. до н.э.;-241;-227;;;SF0184;SF0184;;;;;"Сигмы лунарные.   Фасос. 241-227 гг. до н.э. по Гарлан.";
230;230;ручка;полная;фото;позитивное;эпиграфное;подпрямоугольное;60;20;;;;"ʽΙστιαίο ὰστυ(νόμου)→ Νίμακτο(ς)";;Справа эмблема- орёл. клюющий дельфина.;около 362 г. до н.э.;;;;;SF0170;SF0170;;;;;Синопа. около 362 г. до н.э. по Н. Федосеев. 1994.;
231;231;горло;полная;фото;позитивное;эпиграфное;округлое;21;21;;;;ΦΙ/Ο;;нет;конец IV – первая четверть III в. до н.э.;;;;;SF0185;SF0185;;;;;Легенда в виде монограммы. Гераклея. конец IV – первая четверть III в. до н.э. по ПФГ. Кац. 2007.;
232;232;горло;полная;фото;позитивное;эпиграфное;овальное;23;12;;;;ΦHΔ;;нет;II в. н.э.;;;;;SF0166;SF0166;;;;;Гераклея. II в. н.э. Тип Шелов С.;
233;233;ручка;неполная;фото;позитивное;эпиграфное;подпрямоугольное;63;22;;;;"[Θευδω]ρίδου [ὰστυνό]μου [Στεφά]νου→";;Справа эмблема — голова юного сатира вправо.;305-297 гг. до н.э.;-305;-297;;;SF0171;SF0171;;;;;Синопа. 305-297 гг. до н.э. по Н. Федосееву. 1994.;
234;234;ручка;полная;фото;позитивное;эпиграфное;подпрямоугольное;43;18;;;;"[᾿Επὶ ᾽Αρχιλαί]δα [᾽Αγιανίο]υ";;нет;165/163 гг. до н.э.;-165;-163;IIIe;;SF0153;SF0153;;;;;"Хр. гр. IIIe по Finkielsztjn. 2001. Родос. 165/163 гг. до н.э.";
235;235;ручка;полная;фото;позитивное;эпиграфное;округлое;25;24;;;;не определяется;;в центре цветок (?);III в. до н.э.;;;;;SF0154;SF0154;;;;;Родос. III в. до н.э.;
236;236;ручка;полная;фото;позитивное;эпиграфное;подпрямоугольное;;;;;;"1. Эпонимное клеймо:  ᾿Επὶ Χρυ[σο]-  [στρ]ά[του]  2. Фабрикантское с указанием месяца:  Ἀρ[ταμίτιου]";;нет;ок. 266 г. до н.э.;;;Ib;;SF0163;SF0163;;;;;"Хр. гр. Ib Finkielsztjn. 2001. Родос. ок. 266 г. до н.э.";
237;237;горло;полная;фото;негативное;эпиграфное;нет рамки;40;14;;;;"̓Επί Καλλία  ̓Απολλωνίο";;нет;50-е гг. IV в. до н.э.;;;;;SF0159;SF0159;;;;;"Хр. гр. III Б по Кац. 2007. Гераклея. 50-е гг. IV в. до н.э.";
238;238;ручка;полная;фото;позитивное;эпиграфное;подпрямоугольное;45;17;;;;не определяется;;нет;IV-III вв. до н.э.;;;;;SF0285;SF0285;;;;;Синопа. IV-III вв. до н.э.;
239;239;ручка;полная;фото;позитивное;эпиграфное;подпрямоугольное;40;15;;;;Φι[λαινίο]υ;;нет;198-161 гг. до н.э.;-198;-161;III;;SF0186;SF0186;;;;;"Хр. гр. III по Finkielsztjn. 2001  Родос. 198-161 гг. до н.э.";
240;240;ручка;полная;фото;позитивное;эпиграфное;подпрямоугольное;42;16;;;;"[᾿Επὶ Αἰν]ησι[δά]- [μου] [---]";;нет;ок. 179-177 гг. до н.э.;-179;-177;III;;SF0191;SF0191;;;;;"Хр. гр. III с Finkielsztjn. 2001. Родос. ок. 179-177 гг. до н.э.";
241;241;ручка;полная;фото;позитивное;эпиграфное;округлое;30;30;;;;Δαμοκ[ράτευς];;В центре цветок;198-161 гг. до н.э.;-198;-161;III;;SF0187;SF0187;;;;;Хр. гр. III по Finkielsztjn. 2001.Родос. 198-161 гг. до н.э.;
242;242;ручка;полная;фото;позитивное;эпиграфное;подпрямоугольное;38;18;;;;не определяется;;нет;III-II вв. до н.э.;;;;;SF0284;SF0284;;;;;Родос. вторая половина III-II вв. до н.э.;
243;243;ручка;неполная;фото;позитивное;эпиграфное;подпрямоугольное;20;14;;;;Ζ[ή(νων)];;нет;280-250 гг. до н.э.;-280;-250;;;SF0158;SF0158;;;;;Книд. 280-250 гг. до н.э. Н. Ефремов. 2013.;
244;244;ручка;неполная;фото;позитивное;эпиграфное;подпрямоугольное;42;17;;;;"[ΑΣ]ΤΥΝΟΜΟΥ [---]ΙΟΥ [---]";;Справа эмблема-гроздь винограда.;вторая половина IV в. до н.э.;;;;;SF0328;SF0328;;;;;"Имя астинома не определяется. Синопа. вторая половина IV в. до н.э.";
245;245;ручка;полная;фото;позитивное;эпиграфное;округлое;25;22;;;;[Ε]ΠΙ ΤΙΜΟ[ΔΙΚΟΥ] ΔΑΛΙ[ΟΥ];;В центре цветок;около 145 г. до н.э.;-146;-144;V-a;;SF0327;SF0327;;;;;Эпоним Τιμόδικος Хр. группа – V-a по Г. Финкильштайну. Родос. около 145 г. до н.э.;
246;246;ручка;неполная;фото;позитивное;эпиграфное;подпрямоугольное;16;12;;;;"ΕΠ[---] Не определяется.";;нет;III-II вв. до н.э.;;;;;SF0373;SF0373;;;;;Родос. вторая половина III-II вв. до н.э.;
247;247;ручка;полная;фото;позитивное;эпиграфное;подпрямоугольное;34;7;;;;Αλ[---];;нет;конец III – начало I вв. до н.э.;;;;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0070X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0070X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0070Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0070Z.png;;;;
248;248;ручка;полная;фото;позитивное;эпиграфное;овальное;35;15;;;;"[Άπολ]λωνίδα(ς) [ὰστ]υνόμου";;нет;375-287 гг. до н.э.;-375;-287;;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0077X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0077X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0077Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0077Z.png;;;"I хр. гр. по В. Кацу 2007  Гераклея. 375-287 гг. до н.э.";
249;249;ручка;неполная;фото;позитивное;эпиграфное;подпрямоугольное;58;19;;;;"Πρωταγόρο ὰστυνό(μου) Φιλοκρά(τους)↑";;Справа эмблема — две птицы обращенные друг к другу. между ними растение.;около 348 г. до н.э.;-349;-347;;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0078X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0078X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0078Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0078Z.png;;;Синопа. около 348 г. до н.э. по Н. Федосееву. 2017.;
